Test ID,Platform,Category,Test Name,Status,Duration (s),Executed By,Timestamp
TC-0377,Performance (JMeter),User Profile,Verify User Profile functionality - Case 377,PASS,0.45,Automated Runner,2026-07-27 09:39:43
TC-0378,Mobile (Android/Appium),Backend API Integration,Verify Backend API Integration functionality - Case 378,PASS,1.85,Automated Runner,2026-07-27 10:12:43
TC-0379,API (PyTest),Reminders & Notifications,Verify Reminders & Notifications functionality - Case 379,PASS,0.21,Automated Runner,2026-07-27 10:08:43
TC-0380,Web (Selenium),Reminders & Notifications,Verify Reminders & Notifications functionality - Case 380,SKIP,1.56,Automated Runner,2026-07-27 09:04:43
TC-0381,Web (Selenium),User Profile,Verify User Profile functionality - Case 381,PASS,4.0,Automated Runner,2026-07-27 09:14:43
TC-0382,Web (Selenium),Authentication,Verify Authentication functionality - Case 382,PASS,0.62,Automated Runner,2026-07-27 09:08:43
TC-0383,API (PyTest),Cloudinary Media Uploads,Verify Cloudinary Media Uploads functionality - Case 383,PASS,2.17,Automated Runner,2026-07-27 10:10:43
TC-0384,Mobile (Android/Appium),NeonDB Operations,Verify NeonDB Operations functionality - Case 384,PASS,2.41,Automated Runner,2026-07-27 09:47:43
TC-0385,Web (Selenium),Authentication,Verify Authentication functionality - Case 385,PASS,1.6,Automated Runner,2026-07-27 09:22:43
TC-0386,Mobile (Android/Appium),NeonDB Operations,Verify NeonDB Operations functionality - Case 386,PASS,3.01,Automated Runner,2026-07-27 09:06:43
TC-0387,Web (Selenium),Reminders & Notifications,Verify Reminders & Notifications functionality - Case 387,PASS,0.68,Automated Runner,2026-07-27 10:04:43
TC-0388,Web (Selenium),User Profile,Verify User Profile functionality - Case 388,PASS,1.76,Automated Runner,2026-07-27 10:15:43
TC-0389,Performance (JMeter),Backend API Integration,Verify Backend API Integration functionality - Case 389,PASS,2.03,Automated Runner,2026-07-27 09:04:43
TC-0390,Mobile (Android/Appium),Authentication,Verify Authentication functionality - Case 390,PASS,2.3,Automated Runner,2026-07-27 09:56:43
TC-0391,Mobile (Android/Appium),Workout & Gym Tracking,Verify Workout & Gym Tracking functionality - Case 391,PASS,3.68,Automated Runner,2026-07-27 09:51:43
TC-0392,Web (Selenium),Backend API Integration,Verify Backend API Integration functionality - Case 392,PASS,3.61,Automated Runner,2026-07-27 09:50:43
TC-0393,API (PyTest),NeonDB Operations,Verify NeonDB Operations functionality - Case 393,PASS,0.89,Automated Runner,2026-07-27 09:59:43
TC-0394,Mobile (Android/Appium),Backend API Integration,Verify Backend API Integration functionality - Case 394,PASS,3.8,Automated Runner,2026-07-27 10:17:43
TC-0395,Mobile (Android/Appium),Cloudinary Media Uploads,Verify Cloudinary Media Uploads functionality - Case 395,PASS,4.41,Automated Runner,2026-07-27 09:58:43
TC-0396,Mobile (Android/Appium),UI/UX Accessibility,Verify UI/UX Accessibility functionality - Case 396,PASS,0.59,Automated Runner,2026-07-27 10:26:43
TC-0397,Performance (JMeter),NeonDB Operations,Verify NeonDB Operations functionality - Case 397,PASS,2.62,Automated Runner,2026-07-27 10:12:43
TC-0398,Mobile (Android/Appium),User Profile,Verify User Profile functionality - Case 398,PASS,2.2,Automated Runner,2026-07-27 09:40:43
TC-0399,Mobile (Android/Appium),UI/UX Accessibility,Verify UI/UX Accessibility functionality - Case 399,PASS,3.35,Automated Runner,2026-07-27 09:34:43
TC-0400,Mobile (Android/Appium),Authentication,Verify Authentication functionality - Case 400,PASS,2.68,Automated Runner,2026-07-27 10:03:43
